"관리번호","무인민원발급기명","설치장소주소","설치장소상세위치","평일시작시분","평일종료시분","휴일시작시분","휴일종료시분","운영시간참고내용","설치운영URL","사용여부명","장애인편의발급기형태","시각장애인용키패드","시각장애인용음성안내","청각장애인용화면안내","점자라벨부착","이어폰소켓","촉각(전자)모니터","화면확대기능","휠체어탄사용자조작","최종수정일자"
"504","중계1동 주민센터","서울특별시 노원구 한글비석로 279, 중계1동주민센터 (중계동)","1층 민원실","09:00 ","18:00 ","      ","      ","주말 및 공휴일 휴무","https://www.nowon.kr/www/minwon/minwon1/minwon1_04.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-20 14:55:23"
"409","상계2동 주민센터","서울특별시 노원구 상계로 118(상계동)","민원실 출입구 옆","09:00 ","18:00 ","      ","      ","주말 및 공휴일 휴무","https://www.nowon.kr/www/minwon/minwon1/minwon1_04.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-20 14:53:38"
"408","상계백병원","서울특별시 노원구 동일로 1342(상계동)","상계백병원 1층 로비","00:00 ","2400  ","00:00 ","2400  ","","https://www.nowon.kr/www/minwon/minwon1/minwon1_04.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-20 14:53:19"
"408","굽은다리역","서울특별시 강동구 양재대로 지하 1572(명일동)[서울특별시 강동구 명일동 345번지 12호 지하철 5호선 굽은다리역]","지하철 5호선 굽은다리역 지하1층 대합실","05:00 ","01:00 ","05:00 ","2400  ","지하철역사 운영시간내 발급가능(연중무휴)","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-20 09:49:00"
"401","강동구청_민원실(1)","서울특별시 강동구 성내로 25(성내동)[서울특별시 강동구 성내동 540번지 강동구청]","강동구청 본관 1층 로비","00:00 ","2400  ","00:00 ","2400  ","연중무휴","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-20 09:48:16"
"203","강동경희대학교병원","서울특별시 강동구 동남로 892(상일동)[서울특별시 강동구 상일동 149번지]","강동경희대학교병원 본관 1층 로비","00:00 ","2400  ","00:00 ","2400  ","연중무휴","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-01 09:11:46"
"507","명동주민센터","서울특별시 중구 퇴계로20나길 16, 명동주민센터 임시청사 (남산동2가)","옥외부스","00:00 ","2400  ","00:00 ","2400  ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-31 02:01:02"
"506","중림동주민센터","서울특별시 중구 만리재로 175 (만리동2가, 서울역센트럴자이)","옥외 부스","00:00 ","2400  ","00:00 ","2400  ","","http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-31 01:47:17"
"103","공릉1동주민센터","서울특별시 노원구 동일로186길 3-24(공릉동, 공릉1동주민센터)[499번지 25호 공릉1동주민센터]","2층 민원실 내","09:00 ","18:00 ","      ","      ","주말 및 공휴일 휴무","https://www.nowon.kr/www/minwon/minwon1/minwon1_04.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-21 10:14:08"
"402","북가좌1동주민센터","서울특별시 서대문구 수색로 100-55(북가좌동)","북가좌1동주민센터 1층 민원실","09:00 ","18:00 ","      ","      ","","http://www.sdm.go.kr/civil/print/automaic.do","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-09-01 14:14:03"
"518","송파세무서","서울특별시 송파구 강동대로 62(풍납동)","송파세무서 1층 민원봉사실","09:00 ","18:00 ","      ","      ","평일 세무서 업무시간(09:00-18:00)만 발급가능","https://www.songpa.go.kr/www/contents.do?key=2027&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 09:01:37"
"517","오륜동주민센터","서울특별시 송파구 양재대로 1232, 오륜동주민센터 (방이동)","1층 민원실 입구 좌측","09:00 ","18:00 ","      ","      ","평일 업무시간(09:00~18:00)만 가능","https://www.songpa.go.kr/www/contents.do?key=2027&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 09:01:37"
"413","잠실본동 주민센터","서울특별시 송파구 백제고분로 145, 잠실본동복합청사 (잠실동)","2층 민원실 앞","09:00 ","18:00 ","      ","      ","","https://www.songpa.go.kr/www/contents.do?key=2027&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 09:01:37"
"412","방이2동주민센터","서울특별시 송파구 올림픽로34길 5-13, 방이2동 주민센터 (방이동)","주민센터내 민원실","09:00 ","18:00 ","      ","      ","","https://www.songpa.go.kr/www/contents.do?key=2027&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 09:01:37"
"110","신대방2동주민센터","서울특별시 동작구 여의대방로24길 76, 신대방2동 주민자치센터 (신대방동)","2층 민원실","08:00 ","19:00 ","      ","      ","","https://www.dongjak.go.kr/portal/main/contents.do?menuNo=200016","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-09-02 13:21:24"
"116","역삼1동주민센터1","서울특별시 강남구 역삼로7길 16(역삼동, 역삼1동주민센터 1층 로비)[서울특별시 강남구 역삼동 829번지 20호 역삼1동주민센터 1층 로비]","역삼1동주민센터 1층 로비","08:30 ","18:30 ","08:30 ","18:30 ",".가족관계증명서,등기부등본: 평일 09:00~22:00","https://www.gangnam.go.kr/contents/dispenser/2/view.do?mid=ID03_010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 10:17:31"
"411","송파1동주민센터","서울특별시 송파구 백제고분로 392, 송파1동주민센터 (송파동)","주민센터 입구","09:00 ","18:00 ","      ","      ","","https://www.songpa.go.kr/www/contents.do?key=2027&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 09:01:37"
"410","문정1동주민센터","서울특별시 송파구 동남로 116, 문정1동주민센터 (문정동)","주민센터 내","09:00 ","18:00 ","      ","      ","","https://www.songpa.go.kr/www/contents.do?key=2027&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 09:01:37"
"404","마천2동주민센터","서울특별시 송파구 마천로 287(마천동)","마천2동주민센터 입구","09:00 ","18:00 ","      ","      ","","https://www.songpa.go.kr/www/contents.do?key=2027&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 09:01:37"
"528","금호1가동 성동중앙새마을금고","서울특별시 성동구 금호로 90 (금호동1가)","금호벽산아파트상가 맞은편","00:00 ","2400  ","00:00 ","2400  ","","http://www.sd.go.kr/sd/main.do?op=mainSub&mCode=13A030030000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-04-15 16:50:39"
"508","도화동주민센터","서울특별시 마포구 도화길 37(도화동)[서울특별시 마포구 도화동 557번지]","도화동주민센터 입구","08:00 ","20:00 ","      ","      ","2021.4.1. 운영시간 변경","https://www.mapo.go.kr/site/main/content/mapo01010202","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-03-24 11:05:14"
"507","서강동주민센터","서울특별시 마포구 독막로 165(창전동)[서울특별시 마포구 창전동 145번지 15호]","서강동주민센터 1층 출입문 안","00:00 ","2400  ","00:00 ","2400  ","시스템 점검시간(오전2시~오전5시 제외) / 2021.4.1. 운영시간 변경","https://www.mapo.go.kr/site/main/content/mapo01010202","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-03-24 11:03:10"
"506","대흥동주민센터","서울특별시 마포구 신촌로26길 10(노고산동)[서울특별시 마포구 노고산동 1번지 50호]","대흥동주민센터","08:00 ","20:00 ","      ","      ","2021.4.1. 운영시간 변경","https://www.mapo.go.kr/site/main/content/mapo01010202","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-03-24 11:02:52"
"501","서교동주민센터","서울특별시 마포구 동교로15길 7(서교동)[서울특별시 마포구 서교동 478번지 5호]","서교동주민센터","05:00 ","2400  ","05:00 ","2400  ","2021.4.1. 운영시간 변경","https://www.mapo.go.kr/site/main/content/mapo01010202","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-03-24 10:59:14"
"404","고척1동주민센터","서울특별시 구로구 중앙로3길 18-8(고척동)","고척1동주민센터","09:00 ","18:00 ","      ","      ","주말(공휴일) 이용 불가","https://www.guro.go.kr/www/contents.do;jsessionid=2B2734DF1E4BDABE4C4C17EA2A087147.3c9fdff513c606261?key=1625&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-24 09:58:03"
"409","강북문화정보도서관","서울특별시 강북구 오현로 145, 강북문화정보도서관 1층 (번동)","강북문화정보도서관 내 1층","09:00 ","21:00 ","09:00 ","21:00 ","둘째, 넷째주 월요일 휴관","http://www.gangbuk.go.kr/www/contents.do?key=58","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-20 17:41:00"
"518","난곡동 주민센터","서울특별시 관악구 난곡로30길 40, 난곡동주민센터 (신림동)","주민센터 내","09:00 ","18:00 ","      ","      ","","http://www.gwanak.go.kr/site/gwanak/03/10301040000002016051203.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 10:27:52"
"408","삼전동주민센터","서울특별시 송파구 백제고분로 236, 삼전동주민센터 (삼전동)","민원실 내","09:00 ","18:00 ","      ","      ","평일 업무시간 내","https://www.songpa.go.kr/www/contents.do?key=2027&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 09:01:37"
"407","서울동부지방법원","서울특별시 송파구 법원로 101(문정동)","서울동부지방법원 민원동 1층 무인발급실 내","09:00 ","18:00 ","      ","      ","평일 법원 업무시간(09:00-18:00)만 발급가능","https://www.songpa.go.kr/www/contents.do?key=2027&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 09:01:37"
